"ID","Orden","Fase","Módulo","Nivel","Semana sugerida","Lección","Tema","Objetivo de aprendizaje","Conceptos clave","Ejercicio guiado","Tarea / Entregable","Proyecto asociado","Herramientas","Duración clase (h)","Práctica sugerida (h)","Prioridad","Estado"
"UNE13D22","356","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 22","22","Clase diaria 22: Ejercicio guiado de GitHub Copilot en el desarrollo real","Comprender y aplicar ejercicio guiado de github copilot en el desarrollo real dentro del objetivo del Nivel 13.","Ejercicio guiado de GitHub Copilot en el desarrollo real","Realizar un ejemplo guiado de ejercicio guiado de github copilot en el desarrollo real.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D23","357","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 23","23","Clase diaria 23: Fundamentos de automatización de pruebas asistida por IA","Comprender y aplicar fundamentos de automatización de pruebas asistida por ia dentro del objetivo del Nivel 13.","Fundamentos de automatización de pruebas asistida por IA","Realizar un ejemplo guiado de fundamentos de automatización de pruebas asistida por ia.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D24","358","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 24","24","Clase diaria 24: Ejercicio guiado de automatización de pruebas asistida por IA","Comprender y aplicar ejercicio guiado de automatización de pruebas asistida por ia dentro del objetivo del Nivel 13.","Ejercicio guiado de automatización de pruebas asistida por IA","Realizar un ejemplo guiado de ejercicio guiado de automatización de pruebas asistida por ia.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D25","359","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 25","25","Clase diaria 25: Práctica P4: workflow de CI/CD con GitHub Actions para una app con IA","Completar la práctica p4: workflow de ci/cd con github actions para una app con ia y demostrar los conocimientos acumulados.","Práctica P4: workflow de CI/CD con GitHub Actions para una app con IA","Desarrollar paso a paso la práctica p4: workflow de ci/cd con github actions para una app con ia.","Entregar la evidencia funcional de la práctica p4: workflow de ci/cd con github actions para una app con ia.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D26","360","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 26","26","Clase diaria 26: Fundamentos de workflow con GitHub Actions para una app con IA","Comprender y aplicar fundamentos de workflow con github actions para una app con ia dentro del objetivo del Nivel 13.","Fundamentos de workflow con GitHub Actions para una app con IA","Realizar un ejemplo guiado de fundamentos de workflow con github actions para una app con ia.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D27","361","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 27","27","Clase diaria 27: Ejercicio guiado de workflow con GitHub Actions para una app con IA","Comprender y aplicar ejercicio guiado de workflow con github actions para una app con ia dentro del objetivo del Nivel 13.","Ejercicio guiado de workflow con GitHub Actions para una app con IA","Realizar un ejemplo guiado de ejercicio guiado de workflow con github actions para una app con ia.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D28","362","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 28","28","Clase diaria 28: Fundamentos de despliegue de aplicaciones con IA en la nube","Comprender y aplicar fundamentos de despliegue de aplicaciones con ia en la nube dentro del objetivo del Nivel 13.","Fundamentos de despliegue de aplicaciones con IA en la nube","Realizar un ejemplo guiado de fundamentos de despliegue de aplicaciones con ia en la nube.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D29","363","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 29","29","Clase diaria 29: Ejercicio guiado de despliegue de aplicaciones con IA en la nube","Comprender y aplicar ejercicio guiado de despliegue de aplicaciones con ia en la nube dentro del objetivo del Nivel 13.","Ejercicio guiado de despliegue de aplicaciones con IA en la nube","Realizar un ejemplo guiado de ejercicio guiado de despliegue de aplicaciones con ia en la nube.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D30","364","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 30","30","Clase diaria 30: Práctica P5: proyecto de app con IA integrada, de la idea al despliegue","Completar la práctica p5: proyecto de app con ia integrada, de la idea al despliegue y demostrar los conocimientos acumulados.","Práctica P5: proyecto de app con IA integrada, de la idea al despliegue","Desarrollar paso a paso la práctica p5: proyecto de app con ia integrada, de la idea al despliegue.","Entregar la evidencia funcional de la práctica p5: proyecto de app con ia integrada, de la idea al despliegue.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE13D31","365","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 13 — IA para Programadores","Julio 2027 · Día 31","31","Clase diaria 31: Evaluación integral, corrección de errores y cierre del Nivel 13","Comprender y aplicar evaluación integral, corrección de errores y cierre del nivel 13 dentro del objetivo del Nivel 13.","Evaluación integral, corrección de errores y cierre del Nivel 13","Realizar un ejemplo guiado de evaluación integral, corrección de errores y cierre del nivel 13.","Resolver una práctica corta y responder preguntas de comprobación.","Aplicación con IA","Python, APIs de IA, GitHub Copilot, GitHub Actions","1,5","1,","Alta","Pendiente"
"UNE14D01","366","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 14 — Proyecto en Programación","Agosto 2027 · Día 1","1","Clase diaria 1: Introducción al Nivel 14: objetivos, herramientas y proyecto del mes","Comprender y aplicar introducción al nivel 14: objetivos, herramientas y proyecto del mes dentro del objetivo del Nivel 14.","Introducción al Nivel 14: objetivos, herramientas y proyecto del mes","Realizar un ejemplo guiado de introducción al nivel 14: objetivos, herramientas y proyecto del mes.","Resolver una práctica corta y responder preguntas de comprobación.","Proyecto final del diplomado","HTML5, CSS3, JavaScript, Python, Flask o Django, base de datos, IA","1,5","1,","Alta","Pendiente"
"UNE14D02","367","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 14 — Proyecto en Programación","Agosto 2027 · Día 2","2","Clase diaria 2: Fundamentos de definición del problema y alcance del proyecto","Comprender y aplicar fundamentos de definición del problema y alcance del proyecto dentro del objetivo del Nivel 14.","Fundamentos de definición del problema y alcance del proyecto","Realizar un ejemplo guiado de fundamentos de definición del problema y alcance del proyecto.","Resolver una práctica corta y responder preguntas de comprobación.","Proyecto final del diplomado","HTML5, CSS3, JavaScript, Python, Flask o Django, base de datos, IA","1,5","1,","Alta","Pendiente"
"UNE14D03","368","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 14 — Proyecto en Programación","Agosto 2027 · Día 3","3","Clase diaria 3: Ejercicio guiado de definición del problema y alcance del proyecto","Comprender y aplicar ejercicio guiado de definición del problema y alcance del proyecto dentro del objetivo del Nivel 14.","Ejercicio guiado de definición del problema y alcance del proyecto","Realizar un ejemplo guiado de ejercicio guiado de definición del problema y alcance del proyecto.","Resolver una práctica corta y responder preguntas de comprobación.","Proyecto final del diplomado","HTML5, CSS3, JavaScript, Python, Flask o Django, base de datos, IA","1,5","1,","Alta","Pendiente"
"UNE14D04","369","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 14 — Proyecto en Programación","Agosto 2027 · Día 4","4","Clase diaria 4: Fundamentos de levantamiento y priorización de requerimientos","Comprender y aplicar fundamentos de levantamiento y priorización de requerimientos dentro del objetivo del Nivel 14.","Fundamentos de levantamiento y priorización de requerimientos","Realizar un ejemplo guiado de fundamentos de levantamiento y priorización de requerimientos.","Resolver una práctica corta y responder preguntas de comprobación.","Proyecto final del diplomado","HTML5, CSS3, JavaScript, Python, Flask o Django, base de datos, IA","1,5","1,","Alta","Pendiente"
"UNE14D05","370","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 14 — Proyecto en Programación","Agosto 2027 · Día 5","5","Clase diaria 5: Ejercicio guiado de levantamiento y priorización de requerimientos","Comprender y aplicar ejercicio guiado de levantamiento y priorización de requerimientos dentro del objetivo del Nivel 14.","Ejercicio guiado de levantamiento y priorización de requerimientos","Realizar un ejemplo guiado de ejercicio guiado de levantamiento y priorización de requerimientos.","Resolver una práctica corta y responder preguntas de comprobación.","Proyecto final del diplomado","HTML5, CSS3, JavaScript, Python, Flask o Django, base de datos, IA","1,5","1,","Alta","Pendiente"
"UNE14D06","371","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 14 — Proyecto en Programación","Agosto 2027 · Día 6","6","Clase diaria 6: Fundamentos de historias de usuario y criterios de aceptación","Comprender y aplicar fundamentos de historias de usuario y criterios de aceptación dentro del objetivo del Nivel 14.","Fundamentos de historias de usuario y criterios de aceptación","Realizar un ejemplo guiado de fundamentos de historias de usuario y criterios de aceptación.","Resolver una práctica corta y responder preguntas de comprobación.","Proyecto final del diplomado","HTML5, CSS3, JavaScript, Python, Flask o Django, base de datos, IA","1,5","1,","Alta","Pendiente"
"UNE14D07","372","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 14 — Proyecto en Programación","Agosto 2027 · Día 7","7","Clase diaria 7: Ejercicio guiado de historias de usuario y criterios de aceptación","Comprender y aplicar ejercicio guiado de historias de usuario y criterios de aceptación dentro del objetivo del Nivel 14.","Ejercicio guiado de historias de usuario y criterios de aceptación","Realizar un ejemplo guiado de ejercicio guiado de historias de usuario y criterios de aceptación.","Resolver una práctica corta y responder preguntas de comprobación.","Proyecto final del diplomado","HTML5, CSS3, JavaScript, Python, Flask o Django, base de datos, IA","1,5","1,","Alta","Pendiente"
"UNE14D08","373","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 14 — Proyecto en Programación","Agosto 2027 · Día 8","8","Clase diaria 8: Práctica P1: documento de requerimientos y diagrama de la base de datos","Completar la práctica p1: documento de requerimientos y diagrama de la base de datos y demostrar los conocimientos acumulados.","Práctica P1: documento de requerimientos y diagrama de la base de datos","Desarrollar paso a paso la práctica p1: documento de requerimientos y diagrama de la base de datos.","Entregar la evidencia funcional de la práctica p1: documento de requerimientos y diagrama de la base de datos.","Proyecto final del diplomado","HTML5, CSS3, JavaScript, Python, Flask o Django, base de datos, IA","1,5","1,","Alta","Pendiente"
"UNE14D09","374","Diplomado UneWeb","Programación Full Stack con Python e IA","Nivel 14 — Proyecto en Programación","Agosto 2027 · Día 9","9","Clase diaria 9: Fundamentos de diseño de la base de datos y diagrama Entidad-Relación","Comprender y aplicar fundamentos de diseño de la base de datos y diagrama entidad-relación dentro del objetivo del Nivel 14.","Fundamentos de diseño de la base de datos y diagrama Entidad-Relación","Realizar un ejemplo guiado de fundamentos de diseño de la base de datos y diagrama entidad-relación.","Resolver una práctica corta y responder preguntas de comprobación.","Proyecto final del diplomado","HTML5, CSS3, JavaScript, Python, Flask o Django, base de datos, IA","1,5","1,","Alta","Pendiente"
